epoch,train_time_s,iteration_time_ms,validate_time_s,inference_time_ms
1.0,0.9888308048248291,0.05163068112076175,28.726142168045044,1.4999029954075316
2.0,1.6264541149139404,0.08492346046960841,30.94093656539917,1.6155459777255206
3.0,1.5773591995239258,0.08236002503779896,30.71292543411255,1.6036406346132284
4.0,1.6339313983917236,0.08531387836214095,30.871981859207153,1.6119455857982015
5.0,1.623072624206543,0.08474689976015784,30.656188249588013,1.6006781667495829
6.0,1.6041169166564941,0.08375714894822965,30.62489628791809,1.599044292393384
7.0,1.616410255432129,0.08439903171638101,31.566915273666382,1.6482307473718871
8.0,1.6009364128112793,0.08359108254027148,29.07727885246277,1.5182371998988498
9.0,1.6232757568359375,0.08475750610045622,30.011484384536743,1.5670156842385516
10.0,1.5983881950378418,0.08345803023380544,34.25956106185913,1.7888241991363372
11.0,1.6112852096557617,0.08413143325270267,30.510329008102417,1.5930622915675865
12.0,1.6156086921691895,0.08435717899797356,29.475571870803833,1.5390336189851626
13.0,1.6171929836273193,0.08443990098304717,28.8117356300354,1.504372161133845
14.0,1.625823736190796,0.08489054595816604,29.538592100143433,1.5423241489214408
15.0,1.6025059223175049,0.08367303270245953,35.218337059020996,1.8388856024969191
16.0,1.6083018779754639,0.08397566196613741,29.49548077583313,1.5400731399244534
17.0,1.604957103729248,0.08380101836514453,37.854490756988525,1.976529383719117
18.0,1.6082313060760498,0.08397197713429666,36.7813560962677,1.9204968721944289
19.0,1.5563099384307861,0.08126096169751389,38.6355676651001,2.0173124302997127
20.0,1.5862419605255127,0.08282382834824105,29.369986534118652,1.5335206001523942
21.0,1.5890522003173828,0.0829705618377915,37.702600955963135,1.9685986296973232
22.0,1.6046299934387207,0.08378393867161239,38.27702450752258,1.9985915051964591
23.0,1.6092090606689453,0.08402302948354977,37.022032260894775,1.9330635056858174
24.0,1.6208226680755615,0.08462942084772146,37.66883206367493,1.9668354252127678
25.0,1.5981941223144531,0.08344789694624337,38.844646692276,2.0282292550269423
26.0,1.595060110092163,0.08328425804574786,38.82279658317566,2.0270883763145187
27.0,1.6128425598144531,0.08421274852832358,29.324366807937622,1.5311386177912292
28.0,1.559218168258667,0.08141281162587025,36.989954471588135,1.9313886002291214
29.0,1.5611681938171387,0.08151463000298344,38.69233155250549,2.0202762924240547
30.0,1.6074817180633545,0.0839328382447449,40.499226808547974,2.114621282818921
31.0,1.594383716583252,0.08324894092435527,36.48665428161621,1.9051093505438708
32.0,1.6107478141784668,0.08410337375618561,37.21260046958923,1.9430138089802231
33.0,1.6466319561004639,0.08597702360591394,38.08226418495178,1.9884223154214589
34.0,1.6051571369171143,0.08381146287161206,40.06052851676941,2.0917151481187033
35.0,1.6244592666625977,0.08481930172632611,42.96330714225769,2.2432804481128703
36.0,1.6462719440460205,0.08595822598402363,49.27678418159485,2.572931504886949
37.0,1.6176116466522217,0.0844617609989673,44.78991389274597,2.3386546518768783
38.0,1.7068312168121338,0.08912025985861183,40.61114835739136,2.1204651397969587
39.0,1.6186838150024414,0.08451774305568303,41.71569299697876,2.1781376878121743
40.0,1.6914870738983154,0.08831908280588531,40.95798444747925,2.138574793623603
41.0,1.6520307064056396,0.08625891324173139,42.168907165527344,2.201801752586014
42.0,1.6120786666870117,0.08417286271339869,37.7517364025116,1.97116418141769
43.0,1.6153693199157715,0.08434468044672992,40.67596364021301,2.123849396418808
44.0,1.6127979755401611,0.08421042061091066,45.84174036979675,2.3935745807120274
