epoch,train_time_s,iteration_time_ms,validate_time_s,inference_time_ms,true_epoch_time_s,true_epoch_time_min,correct_iteration_time_ms,correct_inference_time_ms
1.0,0.7139284610748291,0.0372769664303899,27.8335018157959,1.4532947898807382,426.9292197227478,7.11548699537913,22.31026440858841,1.4532947898807382
2.0,1.203482151031494,0.0628384581783361,28.888792753219604,1.5083956115925024,719.6823263168334,11.99470543861389,37.608817219734185,1.5083956115925024
3.0,1.1921582221984863,0.0622471920529702,33.2652153968811,1.7369055658354795,712.9106168746948,11.881843614578248,37.2549444437027,1.7369055658354795
4.0,1.2045917510986328,0.0628963946897782,28.605034589767456,1.4935795003011412,720.3458671569824,12.005764452616374,37.643492221832275,1.4935795003011412
5.0,1.1846072673797607,0.0618529274947661,29.76495099067688,1.554143222153137,708.3951458930969,11.806585764884948,37.01897710561752,1.554143222153137
6.0,1.1930828094482422,0.0622954683295865,28.848668098449707,1.5063005481646672,713.4635200500488,11.891058667500813,37.28383779525757,1.5063005481646672
7.0,1.186079025268555,0.0619297736669044,28.741146564483643,1.5006864329826464,709.2752571105958,11.821254285176597,37.06496953964234,1.5006864329826461
8.0,1.180523157119751,0.0616396803007388,27.846287965774536,1.4539624042279935,705.9528479576111,11.765880799293518,36.89134865999222,1.4539624042279937
9.0,1.1882271766662598,0.0620419369604354,28.584917545318604,1.4925291115976715,710.5598516464233,11.842664194107055,37.13209927082062,1.4925291115976715
10.0,1.1804170608520508,0.0616341406042215,29.21256256103516,1.5253008856012509,705.8894023895264,11.764823373158773,36.88803315162659,1.525300885601251
11.0,1.184170484542847,0.0618301213733733,29.25733065605164,1.5276384010052024,708.1339497566224,11.802232495943707,37.005327641963966,1.5276384010052027
12.0,1.1891179084777832,0.0620884455136687,28.25967288017273,1.4755468295829537,711.0925092697144,11.851541821161906,37.159934639930725,1.4755468295829537
13.0,1.1780571937561035,0.0615109228151683,28.30094313621521,1.4777017092844198,704.4782018661499,11.741303364435831,36.814287304878235,1.47770170928442
14.0,1.1910479068756104,0.0621892181952595,27.208404779434204,1.4206560557348686,712.246648311615,11.870777471860249,37.22024708986282,1.4206560557348686
15.0,1.179906129837036,0.0616074629196447,33.67838215827942,1.7584786005784994,705.5838656425475,11.759731094042458,36.87206655740737,1.7584786005784994
16.0,1.1971924304962158,0.0625100475405292,28.63105082511902,1.4949379085797316,715.9210734367371,11.932017890612284,37.412263453006744,1.4949379085797316
17.0,1.1830596923828125,0.0617721226181501,30.133665561676025,1.5733952360941952,707.4696960449219,11.791161600748698,36.97061538696289,1.5733952360941952
18.0,1.1804149150848389,0.0616340285654155,34.84685921669006,1.8194893074712857,705.8881192207336,11.764801987012227,36.887966096401215,1.8194893074712857
19.0,1.189154863357544,0.0620903750708826,33.59387969970703,1.7540664003606428,711.1146082878113,11.851910138130188,37.16108947992325,1.7540664003606428
20.0,1.177760124206543,0.0614954116649197,36.35614776611328,1.8982951005698243,704.3005542755127,11.738342571258546,36.80500388145447,1.8982951005698245
21.0,1.1946187019348145,0.0623756632171477,36.59856653213501,1.910952722020416,714.381983757019,11.906366395950318,37.33183443546295,1.910952722020416
22.0,1.1819684505462646,0.0617151446609369,37.701640367507935,1.968548473658518,706.8171334266663,11.780285557111105,36.93651407957077,1.968548473658518
23.0,1.179579257965088,0.0615903956748688,37.31494569778442,1.9483576492159784,705.3883962631226,11.756473271052043,36.861851811409,1.9483576492159782
24.0,1.1856510639190674,0.0619074281494918,28.85593557357788,1.5066800111517271,709.0193362236023,11.816988937060039,37.051595747470856,1.5066800111517273
25.0,1.1816439628601074,0.0616982019037232,35.374266624450684,1.8470272882440832,706.6230897903442,11.777051496505738,36.92637383937836,1.8470272882440832
26.0,1.1804461479187012,0.0616356593524802,37.98759388923645,1.9834792130971413,705.9067964553833,11.765113274256388,36.88894212245941,1.9834792130971413
27.0,1.1899452209472656,0.0621316426977477,38.9815616607666,2.0353781151193924,711.5872421264648,11.859787368774414,37.18578815460205,2.0353781151193924
28.0,1.1961634159088137,0.062456318708689,38.45953392982483,2.0081210280819146,715.3057227134706,11.92176204522451,37.38010674715043,2.0081210280819146
29.0,1.178569793701172,0.0615376876410386,39.04065203666687,2.038463452206917,704.7847366333009,11.746412277221681,36.83030605316163,2.038463452206917
30.0,1.19105863571167,0.0621897783892893,37.556621074676514,1.96097645544468,712.2530641555786,11.870884402592976,37.220582365989685,1.96097645544468
31.0,1.1827406883239746,0.0617554661823294,27.52325177192688,1.4370954350421303,707.2789316177368,11.787982193628947,36.96064651012421,1.4370954350421303
32.0,1.1808979511260986,0.0616592497455147,36.79038190841675,1.9209681447586024,706.176974773407,11.76961624622345,36.90306097269058,1.9209681447586022
33.0,1.180415391921997,0.061634053462928,37.71609663963318,1.9693032915430857,705.8884043693542,11.764806739489238,36.88798099756241,1.9693032915430857
34.0,1.188962459564209,0.062080328924614,36.49949836730957,1.9057799899388876,710.999550819397,11.849992513656616,37.15507686138153,1.9057799899388874
