epoch,train_time_s,iteration_time_ms,validate_time_s,inference_time_ms,true_epoch_time_s,true_epoch_time_min,correct_iteration_time_ms,correct_inference_time_ms
35.0,1.197908639907837,0.0625474436042103,38.48876929283142,2.0096475194669705,716.3493666648865,11.939156111081441,37.434644997119904,2.0096475194669705
36.0,1.1892004013061523,0.0620927527833204,37.05659317970276,1.934868064938532,711.1418399810791,11.852363999684652,37.16251254081726,1.9348680649385317
37.0,1.1847186088562012,0.0618587410639202,35.166231632232666,1.836164976620336,708.4617280960083,11.807695468266806,37.02245652675629,1.8361649766203356
38.0,1.1893954277038574,0.0621029358659073,36.57816219329834,1.9098873325657029,711.2584657669067,11.85430776278178,37.168607115745544,1.9098873325657026
39.0,1.1875967979431152,0.062009022448993,37.851688385009766,1.9763830610385216,710.1828851699829,11.836381419499714,37.11239993572235,1.9763830610385213
40.0,1.1771347522735596,0.0614627585773579,38.75795531272888,2.0237027627782416,703.9265818595886,11.73210969765981,36.78546100854874,2.0237027627782416
41.0,1.1877124309539795,0.0620150600957591,38.77113723754883,2.02439104206082,710.2520337104797,11.837533895174662,37.11601346731186,2.02439104206082
42.0,1.1852476596832275,0.0618863648539696,41.42786407470703,2.163109026457134,708.7781004905701,11.812968341509501,37.03898936510086,2.163109026457134
43.0,1.1907970905303955,0.0621761221037173,39.56107234954834,2.0656366097299674,712.0966601371765,11.868277668952942,37.21240907907486,2.0656366097299674
44.0,1.1938588619232178,0.0623359890310786,37.08340001106262,1.9362677532927437,713.9275994300842,11.898793323834736,37.308089435100555,1.9362677532927435
45.0,1.2014479637145996,0.0627322453902777,38.22891545295715,1.996079545371614,718.4658823013306,11.974431371688842,37.54524886608124,1.9960795453716143
46.0,1.19193696975708,0.0622356396071992,36.925097942352295,1.9280021899724464,712.7783079147339,11.879638465245565,37.24803030490875,1.9280021899724464
47.0,1.1927480697631836,0.0622779902758554,34.18392276763916,1.7848748312259377,713.2633457183838,11.88772242863973,37.27337718009949,1.7848748312259377
48.0,1.187134027481079,0.0619848594131724,33.42217397689819,1.7451009804144837,709.9061484336853,11.831769140561422,37.09793835878372,1.745100980414484
49.0,1.181732177734375,0.0617028079435241,32.21761751174927,1.682206428140626,706.6758422851562,11.777930704752604,36.92913055419922,1.682206428140626
50.0,1.2022161483764648,0.0627723552828145,39.27453541755676,2.050675408184877,718.925256729126,11.9820876121521,37.569254636764526,2.050675408184877
51.0,1.1908869743347168,0.0621808152848118,44.17877984046936,2.30674497913896,712.1504106521606,11.869173510869343,37.2152179479599,2.30674497913896
52.0,1.1950607299804688,0.0623987432111773,30.671929121017456,1.6015000585326575,714.6463165283203,11.910771942138672,37.34564781188965,1.6015000585326575
53.0,1.1893517971038818,0.0621006577435193,37.39803838729858,1.9526962399383136,711.2323746681213,11.853872911135356,37.16724365949631,1.9526962399383134
54.0,1.1749703884124756,0.0613497487684041,37.317055463790894,1.9484678082597584,702.6322922706604,11.710538204511007,36.71782463788986,1.9484678082597584
55.0,1.1849946975708008,0.0618731567236216,36.14020323753357,1.88701980145852,708.6268291473389,11.810447152455648,37.031084299087524,1.8870198014585198
56.0,1.1838335990905762,0.0618125312808362,35.11156487464905,1.8333106137556936,707.9324922561646,11.798874870936077,36.994799971580505,1.8333106137556938
