GroupID,pleasant,eventful,chaotic,vibrant,uneventful,calm,annoying,monotonous
SC141,1.974987,2.705138,3.007998,2.4053774,2.5026739,1.7660633,3.255281,2.6964774
SC142,1.8755085,2.9846299,3.2471058,2.605608,2.2617774,1.5640216,3.4110703,2.49984
SC143,2.0039508,2.812021,3.0366488,2.5111313,2.401083,1.7476904,3.2228065,2.5953417
SC144,1.9922978,2.8894444,3.1531153,2.5547054,2.443675,1.7297323,3.354475,2.6605392
SM301,1.7409698,3.1912346,3.5581093,2.700314,2.221912,1.3953648,3.7597327,2.5111384
SM302,1.6875911,3.2065868,3.6365438,2.6832857,2.2468338,1.3523729,3.8742504,2.5490086
SM303,1.7306013,3.5139728,4.0338383,2.8828857,2.4362054,1.3749908,4.339679,2.7804449
SM304,1.764812,3.4060755,3.803544,2.8490474,2.285674,1.3898025,4.0275497,2.5997887
SM305,1.7106841,3.3321002,3.8363683,2.7527542,2.4000063,1.3848045,4.1372895,2.7235088
SM306,1.7063491,3.2812011,3.7717686,2.7193284,2.3757396,1.3843684,4.067693,2.6878543
SM307,1.7026206,3.2996964,3.7133448,2.758184,2.230675,1.3431482,3.9406338,2.5356045
SM308,1.7313843,3.2046242,3.587829,2.7032366,2.2343168,1.3866549,3.8017368,2.5261068
SM309,1.7238419,3.2201235,3.5846138,2.719307,2.1868196,1.3665487,3.77991,2.477363
SM310,1.7243247,3.2627892,3.716658,2.7207735,2.3387175,1.3953471,3.9868221,2.6434693
SM311,1.6941086,3.3205671,3.7616732,2.7617745,2.2632437,1.3408554,4.010185,2.5752435
SM312,1.7019944,3.3081772,3.7955008,2.739653,2.3595014,1.3723478,4.0820622,2.6769607
SM313,1.6389244,3.1906128,3.7596972,2.6197667,2.4215689,1.3543231,4.1062007,2.7381678
SM314,1.6816994,3.4714482,4.0050635,2.8395755,2.388722,1.3302406,4.3121934,2.7339258
SR101,1.9422442,3.0231152,3.2687004,2.6472847,2.3290858,1.6324257,3.4393845,2.5630922
SR103,1.9250761,2.909631,3.1867793,2.5528665,2.371487,1.6479448,3.3861241,2.5972276
SR104,1.9688258,2.849253,3.0497642,2.5396338,2.305873,1.6865237,3.2010283,2.5100043
SR105,1.9187806,3.1007826,3.3266826,2.7065177,2.2487257,1.578697,3.470971,2.4895775
SR106,1.8393162,3.0401223,3.3143191,2.6361756,2.224565,1.512032,3.4771833,2.4744945
SR107,1.9774156,3.0372329,3.1884358,2.6929543,2.2152905,1.6356058,3.2905736,2.4370484
SR108,1.9206734,3.0023367,3.2809525,2.6196878,2.356738,1.622607,3.4707537,2.5955849
SR110,1.922643,2.923386,3.2079735,2.5590968,2.3804111,1.6458789,3.4159322,2.6055715
SR111,2.0587246,3.090767,3.2350945,2.744546,2.3177006,1.7222072,3.3576717,2.5331297
SR112,1.8465887,3.076676,3.3551264,2.6598055,2.237833,1.5155029,3.5265493,2.4897685
SR114,2.0249233,3.3414862,3.4154673,2.9438872,2.1130698,1.596794,3.4517775,2.3543699
SR115,1.8734,3.2838666,3.569737,2.81343,2.2699814,1.506005,3.7380753,2.5466871
SR116,1.9699137,3.030032,3.2160773,2.6768456,2.2679405,1.63956,3.3382201,2.4972556
SR117,1.9620574,2.9619136,3.1629655,2.6208062,2.2891555,1.6514461,3.306119,2.5083184
SR118,1.8629186,3.165009,3.4445634,2.7285242,2.2555442,1.5145938,3.605249,2.5240579
SR119,1.8834684,3.0859575,3.3587527,2.676516,2.2838192,1.5547502,3.525846,2.5392275
SR121,1.882988,3.0299547,3.36666,2.6159344,2.398573,1.5926266,3.5894556,2.6532192
SR123,1.7142766,3.0195792,3.3149638,2.5940728,2.0725071,1.3714806,3.4632478,2.3311539
SR124,1.8640662,3.0400555,3.2836769,2.6488786,2.2066941,1.5284352,3.4295907,2.4503353
SR125,1.8851801,3.1178951,3.440613,2.683757,2.369172,1.5704768,3.6499143,2.6310525
SR126,1.8369185,3.0933352,3.3571265,2.6768956,2.1966362,1.491301,3.5046744,2.454969
SR128,1.8860791,3.1156137,3.3341703,2.7138135,2.1854396,1.5312688,3.4641376,2.430377
SR129,1.9007001,3.1259532,3.424863,2.6987143,2.3507924,1.5776403,3.620829,2.6088061
SR130,1.8872902,3.1427794,3.4564028,2.704382,2.3559976,1.5651035,3.6549149,2.622266
SR131,1.8214263,3.035972,3.3553433,2.61592,2.2772417,1.5085185,3.5488734,2.5347672
SR133,1.8641665,3.0020523,3.2138517,2.6320534,2.1535583,1.5249923,3.334177,2.3865404
SR134,1.9808955,3.1691587,3.372885,2.7716165,2.30121,1.6301329,3.510213,2.5471683
SR137,1.9677309,3.082486,3.2783427,2.7109218,2.2738209,1.629279,3.4077516,2.5087817
SR139,1.8868535,3.024428,3.3281295,2.62236,2.3485518,1.5853213,3.5261087,2.5989337
SR140,1.9052463,3.0456474,3.2616005,2.6676373,2.2184963,1.5679458,3.3945718,2.455162
SR144,1.9082292,3.103005,3.3625233,2.697011,2.2953794,1.576889,3.521411,2.549728
SR145,2.0448928,2.9357102,2.9943676,2.658863,2.1552577,1.7069569,3.0630856,2.331027
SR146,1.9512732,2.9693942,3.146132,2.6318562,2.226098,1.6275898,3.266859,2.4425092
SR147,1.8772123,3.063149,3.315821,2.6649804,2.2409668,1.5448242,3.4693122,2.4880486
TM101,1.9810534,2.8195322,2.9102283,2.553244,2.1277895,1.6699786,3.002009,2.2946143
TM102,2.0449705,3.268697,3.1226568,2.9619331,1.7547837,1.5531795,3.0114708,1.9411275
TM103,2.220272,3.1489625,2.8885338,2.938551,1.8320193,1.7544389,2.7480521,1.9678926
TM104,1.9388038,3.1649702,3.1055503,2.845066,1.7613709,1.4760946,3.0382934,1.9579122
TM106,2.0796647,3.264368,3.2186625,2.9336755,1.9929153,1.6350645,3.1908202,2.1979764
TM107,1.8286605,3.1438177,3.3035243,2.746025,1.9941739,1.4280906,3.356738,2.2483265
TM108,1.8409424,3.2251532,3.5066938,2.7675376,2.22127,1.4768078,3.6577086,2.4994564
TM109,1.8165133,3.1162784,3.2310977,2.7368538,1.8951905,1.4028033,3.2601523,2.131148
TM110,1.8423667,2.9888284,3.2059484,2.6173086,2.1304302,1.5045159,3.3278694,2.3637335
TM111,1.8403468,3.21891,3.485722,2.76826,2.193578,1.4698343,3.6253142,2.4694953
TM112,1.8022337,3.0585966,3.3033605,2.6527967,2.113862,1.4495292,3.4328308,2.3659003
TM113,1.8208187,3.1203074,3.2411683,2.7385497,1.9150083,1.4102873,3.2737384,2.1533546
TM115,1.9085437,2.9867878,3.235458,2.6147256,2.2864387,1.6001987,3.3987932,2.5210452
TM116,1.7051694,3.0911627,3.3634253,2.65171,2.012494,1.3340309,3.487894,2.2780707
TM117,1.7741337,3.253338,3.5686185,2.767508,2.174407,1.3999856,3.7317052,2.4624805
TM118,1.8366587,3.0851161,3.2556937,2.700406,2.0323567,1.4574319,3.3355303,2.2719226
TM119,1.9775317,2.937105,3.076268,2.62273,2.2027109,1.6543828,3.1833172,2.404038
TM120,1.8870828,3.251255,3.292448,2.8681939,1.8561642,1.4309018,3.273777,2.0910938
TM121,1.9638417,3.4395351,3.7404149,2.9346309,2.4150276,1.5872831,3.9264789,2.7140415
TM122,1.7987883,3.2052515,3.4708354,2.7531507,2.129124,1.4190181,3.5970235,2.4096599
TM123,2.1493196,3.3437061,3.1673825,3.0413084,1.854901,1.652488,3.0578322,2.0417747
TM124,1.9765425,2.8466573,2.9042125,2.5822012,2.0610986,1.6434736,2.9579787,2.2335196
TM126,2.0657554,3.033506,3.0461302,2.7468495,2.1025915,1.6916573,3.0672407,2.2940297
TM127,1.9678698,3.2591867,3.363068,2.863838,2.0934758,1.556813,3.4237566,2.331221
TM128,1.9176309,3.0434055,3.2205644,2.6785502,2.168057,1.5714784,3.3309898,2.3958545
TM129,2.2386746,2.7501864,2.6447353,2.6040943,2.166987,1.928415,2.66358,2.2686796
TM130,2.1519518,3.346826,3.3415325,2.9904027,2.1677182,1.7223142,3.347382,2.3936567
TM133,2.1202326,3.1743128,3.0552611,2.8945272,1.9302287,1.6814456,2.9997444,2.1013885
TM201,1.9933063,2.9196212,2.923638,2.6522326,1.9820075,1.629746,2.950086,2.1467927
TM202,1.9525545,3.2372534,3.3296578,2.8511577,2.0504618,1.5377305,3.3739347,2.2857127
TM203,2.069015,3.0896924,3.0218344,2.8123605,1.9533565,1.655613,2.9949174,2.1249003
TM204,1.8005819,3.253468,3.4965005,2.793523,2.0866785,1.4035245,3.6081643,2.363965
TM205,1.8213203,3.1481624,3.2706943,2.7575011,1.9115703,1.4060273,3.3132648,2.1473684
TM206,1.8821387,3.0476098,3.358985,2.635086,2.3521967,1.5788081,3.561749,2.6045525
TM207,1.802896,3.1458125,3.3530948,2.727805,2.039311,1.415869,3.4474707,2.295095
TM208,1.8212299,3.0801733,3.3353684,2.6660318,2.1612506,1.4736865,3.4790015,2.415698
TM209,1.9969496,3.1672094,3.073332,2.868598,1.7874022,1.5330489,2.9858637,1.9785788
TM211,1.8508041,2.959751,3.1977115,2.5897143,2.1864514,1.5306791,3.3401947,2.4204788
TM212,1.8260062,3.135288,3.244124,2.7535572,1.898617,1.4076312,3.268116,2.1377227
TM213,1.8147554,3.2182348,3.4743793,2.7670755,2.13618,1.4338288,3.6005707,2.411693
TM214,1.8569994,3.2784572,3.4400022,2.8475268,2.0235062,1.4341171,3.4952831,2.2901437
TM215,1.881828,3.375003,3.3923466,2.963292,1.78533,1.3884192,3.3518105,2.0274181
TM216,2.0777097,3.1073706,3.039711,2.8255007,1.9653708,1.6636014,3.0118918,2.1401863
TM217,1.8889818,2.7938154,3.1068158,2.4536762,2.3861413,1.6439424,3.3289285,2.6024547
TM218,2.0290241,3.136599,3.0926127,2.833694,1.9333501,1.6023272,3.0602689,2.127064
TM219,2.0078666,2.8559065,3.0075803,2.5658765,2.276667,1.7146835,3.130217,2.4714112
TM220,1.7894256,3.1578372,3.5806463,2.6656241,2.3943462,1.4843099,3.8455305,2.67977
TM221,2.0003874,3.026696,3.1865962,2.6868672,2.2650645,1.6676862,3.2959743,2.4884603
TM222,1.9441714,2.7944832,3.0588365,2.4771826,2.3857086,1.6937765,3.2607574,2.5897841
TM223,1.8461714,3.1523004,3.338223,2.7449737,2.0671601,1.4587469,3.4213057,2.3236017
TM226,2.2742891,3.3842254,3.0409312,3.1387293,1.7328291,1.7372454,2.8480496,1.8761861
TM229,1.8953395,3.0035505,3.1210325,2.6637025,2.0359921,1.5308795,3.1943936,2.2459211
TM230,2.1727474,3.200461,2.9671724,2.9590855,1.8035129,1.6934655,2.8350046,1.9557183
TM231,1.9596704,3.105787,3.4601793,2.6767278,2.534865,1.6777499,3.7115326,2.7961679
TM232,1.8433781,2.793133,3.1636481,2.4266477,2.4193702,1.6112301,3.4293585,2.6420588
TM301,1.947047,3.01508,3.31899,2.6217885,2.437717,1.6655803,3.545362,2.6732247
TM303,2.354131,2.9361908,2.7604756,2.7707586,2.189366,2.0105329,2.7733166,2.2751186
TM304,2.24055,2.7819161,2.887322,2.5616767,2.5323482,2.0029402,3.0587854,2.6730318
TM306,2.3753495,3.0014992,2.8667073,2.8146062,2.2862341,2.032324,2.8856678,2.4008467
TM307,2.2520998,2.9123588,2.8721814,2.702088,2.280304,1.9359348,2.9374485,2.4073648
TM308,1.9818597,2.7951925,3.098323,2.4675756,2.5082526,1.7580385,3.35213,2.7090006
TM309,1.8754263,2.956148,3.3078864,2.5558782,2.4210348,1.6054823,3.546307,2.669166
TM310,1.8165226,2.961316,3.3768194,2.5311203,2.4434304,1.558665,3.6499572,2.7052507
TM311,2.2055488,3.0047452,2.9230745,2.774388,2.1326468,1.8422256,2.9333296,2.2742524
TM312,1.9481853,3.1273363,3.3653562,2.7261295,2.3135717,1.6146996,3.5212564,2.560988
TM316,1.9861124,3.117809,3.4161947,2.7067456,2.4765854,1.6871386,3.6261244,2.7310233
TM318,1.8842056,3.2297063,3.4105055,2.8077886,2.1098156,1.4876649,3.4983773,2.3694592
TM319,2.0704846,3.1713502,3.2008188,2.8390784,2.1213503,1.6751239,3.239357,2.3239057
TM320,2.0659592,2.9524412,2.9215384,2.700011,2.0278707,1.6962831,2.9318795,2.1885705
TM321,1.7966182,3.1126013,3.3574607,2.6908422,2.0986805,1.4304898,3.475659,2.3612146
TM325,1.9538435,3.3103733,3.2241793,2.959999,1.7223659,1.4502496,3.13623,1.9295473
TM326,1.8231392,2.8136487,3.042026,2.4829187,2.1419916,1.5239806,3.1850362,2.353704
TM327,2.0637107,3.2883437,3.2737482,2.9382749,2.0248485,1.6215074,3.2575822,2.246151
TM328,1.985338,3.1233494,3.1666968,2.787877,2.0258207,1.5848508,3.1935563,2.234262
TM329,2.1333578,3.1899695,2.970387,2.9425464,1.7674594,1.652138,2.8300095,1.928658
TM330,1.9567394,3.0756662,3.1442742,2.7418256,2.0299115,1.5709107,3.1832,2.2388308
TM331,2.0691555,2.8821285,2.8656445,2.6442506,2.0655437,1.7218832,2.8966935,2.2159548
TM332,2.0079052,3.0009851,3.0971267,2.6865032,2.1631498,1.6621066,3.1780038,2.3620415
TM333,2.0339794,3.0755758,3.0200229,2.7926612,1.9252827,1.6188247,2.988384,2.1065817
TM334,2.1203296,3.3468156,3.215799,3.0246837,1.8920478,1.6333736,3.13552,2.0873294
TM335,2.0765457,3.1177266,3.0184536,2.8438668,1.9080406,1.6428894,2.9618616,2.0842276
TM336,1.9163554,3.025194,3.2212353,2.6603603,2.2016501,1.5794502,3.345427,2.4304218
TS203,1.8248236,3.0046146,3.3450804,2.586263,2.3205328,1.5298514,3.563332,2.5720317
TS205,1.996795,2.7867386,3.0634415,2.4739113,2.4789088,1.7669739,3.2942328,2.673891
TS206,2.1249514,2.7060826,2.842764,2.479682,2.423948,1.8915286,3.0134897,2.56779
TS207,1.8355953,3.0528724,3.3616822,2.6343086,2.2755632,1.5178616,3.544045,2.534031
TS210,1.8847307,2.8524497,3.1719923,2.490734,2.3890572,1.6302545,3.3996124,2.612979
TS212,2.0736117,3.2214055,3.1628633,2.9060922,1.9648893,1.6320608,3.1203818,2.1689224
TS213,1.7882824,2.9571593,3.3992534,2.515996,2.44782,1.5338787,3.6845827,2.7151976
TS214,1.8401986,2.8994746,3.3235705,2.487896,2.4977922,1.60497,3.6122742,2.7482204
TS216,1.9242609,3.0247324,3.3086417,2.6355724,2.37025,1.6234081,3.4996352,2.615436
TS217,1.8913425,2.8551676,3.233429,2.4765644,2.4965682,1.6590712,3.5094934,2.7276194
TS218,1.7803898,3.2073243,3.6433752,2.6977797,2.4006495,1.4666717,3.9069815,2.700634
TS220,1.943634,2.8506687,3.1614463,2.5024767,2.460072,1.6992649,3.400477,2.6755679
TS221,1.9744539,3.0261688,3.073498,2.715821,2.0228355,1.595424,3.1049972,2.2192695
TS223,1.7505854,3.1595385,3.5157495,2.6821754,2.2192657,1.4100025,3.7114449,2.5028892
TS224,1.8620471,3.0021162,3.209609,2.6339226,2.145263,1.520306,3.3236556,2.3818746
TS225,1.8472278,2.9440358,3.1966944,2.5731196,2.2055979,1.5342216,3.3528724,2.4391155
TS226,2.1487222,2.7689466,2.8992243,2.531432,2.444882,1.9017869,3.0599875,2.5993104
TS229,1.8475215,3.0228617,3.4396367,2.5794759,2.48767,1.5838696,3.7198014,2.7530258
TS230,2.1184402,3.236874,3.2058868,2.9127264,2.0796947,1.6966758,3.210917,2.2748456
TS231,2.155495,2.8041253,2.7540646,2.6091976,2.1333346,1.8391945,2.808096,2.2441077
TS232,1.9259822,2.6636002,3.0719962,2.3342147,2.6148012,1.7556989,3.3986707,2.816249
TS233,1.9696836,2.9883294,3.0706544,2.6790981,2.0825624,1.6096596,3.121293,2.28572
TS234,1.8383195,2.9766529,3.2745817,2.5827212,2.2673707,1.533752,3.4571366,2.5121808
TS235,1.8365006,2.9907115,3.2432647,2.6072223,2.1855798,1.5106664,3.3869443,2.4273345
TS236,2.2052703,3.2172983,3.0819376,2.9436293,2.0226994,1.7721741,3.0361762,2.1873846
TS237,2.0985923,2.9787445,2.93135,2.7297242,2.043247,1.7254059,2.931247,2.2027302
TS302,1.7852796,2.9096508,3.3534374,2.4780955,2.452888,1.5441632,3.6504216,2.7102938
TS303,1.9544705,3.0849345,3.2837906,2.7092142,2.2577927,1.6140059,3.4157157,2.491363
TS304,2.0902905,3.0435023,2.9434042,2.792469,1.9320393,1.6781652,2.8939514,2.0967898
TS305,1.8559856,2.869122,3.3005588,2.4664521,2.5399752,1.632884,3.5999117,2.7890444
TS306,2.143203,2.9292645,2.8910637,2.6976273,2.1336303,1.7961073,2.914042,2.2857113
TS309,2.0803018,3.194032,3.268632,2.8459272,2.2181563,1.6985059,3.328187,2.4422777
TS310,2.1609154,3.1352656,3.1259313,2.8410769,2.193788,1.7792281,3.14951,2.3846326
TS311,1.9179137,2.9042583,3.193669,2.5452607,2.3797784,1.6434697,3.394589,2.609428
TS312,1.8031937,3.1357756,3.6369395,2.6290274,2.5566292,1.5379056,3.9619536,2.8540077
TS313,1.9570818,2.8827963,3.0853014,2.5619621,2.290535,1.6649334,3.2338462,2.500327
TS314,1.8428798,2.9372137,3.2912655,2.5385847,2.380691,1.5698571,3.5187755,2.6320002
TS315,2.007841,2.8500454,3.0937028,2.5331154,2.439519,1.7519226,3.2919326,2.6433687
TS316,1.9918859,2.767802,3.0657458,2.4509487,2.5079675,1.774703,3.3266,2.692461
TS317,1.9965363,3.0378432,3.135135,2.712782,2.1440334,1.6379774,3.20395,2.352586
TS318,2.061046,3.0765133,3.1595342,2.7537723,2.2139268,1.7053876,3.2286701,2.4228172
TS319,1.9893715,2.9309404,3.1136525,2.607904,2.2963133,1.6862273,3.2538862,2.5027094
TS320,1.8488665,3.0892286,3.2920063,2.6943274,2.1091871,1.4844203,3.395615,2.357596
TS321,1.8790698,3.0449378,3.3015826,2.6505136,2.2525096,1.5531125,3.4600606,2.4981184
TS322,2.0498414,2.8834465,3.0087125,2.5995302,2.2849517,1.7511119,3.1308851,2.4668336
TS323,1.9551895,2.7426167,2.9455943,2.4617171,2.2953706,1.6943917,3.0995574,2.4837794
TS401,1.7622063,3.13856,3.4529426,2.680359,2.168161,1.4117775,3.6262221,2.441562
TS407,1.8485473,3.0400543,3.2318041,2.661422,2.0924077,1.4899265,3.333506,2.329059
TS408,1.7538993,3.1018322,3.401019,2.6592472,2.1319885,1.4027438,3.5580359,2.399413
TS411,1.7071904,3.20264,3.6571167,2.675882,2.3209906,1.3872305,3.9221253,2.6240072
TS412,1.7315946,3.2003703,3.5968213,2.6965065,2.2577834,1.3938155,3.821373,2.55057
TS413,1.7466712,3.1705709,3.3896694,2.7326546,1.9666591,1.3469014,3.4850016,2.2223878
TS414,1.7173634,3.0421932,3.3808131,2.597615,2.1530411,1.3876679,3.56629,2.4198463
TS415,1.7834244,3.09308,3.397684,2.6561365,2.187742,1.4420664,3.5662513,2.4539027
TS417,1.749048,3.2043266,3.5375898,2.7226224,2.1721551,1.3877085,3.7084856,2.458451
TS418,1.7567677,2.9198654,3.4083898,2.4688792,2.485067,1.5238562,3.7272682,2.7526052
TS419,1.7638311,3.2338629,3.5188358,2.7604518,2.1052694,1.3793921,3.6580944,2.3871236
TS420,1.8546205,3.2193434,3.3867393,2.8005376,2.0382648,1.4465632,3.4535007,2.299457
TS421,1.7098539,3.4230123,3.9180644,2.8211684,2.3701005,1.3590789,4.20937,2.7002108
TS422,1.9196107,3.1498334,3.220517,2.7910557,1.9701836,1.5072405,3.2466526,2.190523
TS423,1.834696,3.239792,3.4267154,2.8057353,2.040098,1.4265645,3.510765,2.3008552
TS424,1.7379167,3.02292,3.2792795,2.613046,2.041409,1.3825872,3.4040065,2.294056
TS425,1.7505322,3.0720913,3.3587723,2.641848,2.1075048,1.398704,3.5029058,2.3725023
TS426,1.7534723,3.326858,3.6932366,2.7997952,2.2234583,1.3792908,3.8893456,2.5297894
