GroupID,pleasant,eventful,chaotic,vibrant,uneventful,calm,annoying,monotonous
NP157,3.2783253,1.9595602,1.5899875,2.2805648,3.1080637,3.354217,1.8204007,2.8158062
NP158,3.1717503,1.9031601,1.578096,2.2112453,3.0391665,3.2487588,1.8129134,2.7636533
NP160,3.6183753,2.1065214,1.5409389,2.4988592,3.2117414,3.6822376,1.730739,2.8470154
NP161,3.6691203,1.9895189,1.4461523,2.4182262,3.3120556,3.7831466,1.676309,2.9187675
NP163,3.2261124,1.9924145,1.5183082,2.3266792,2.853301,3.2417223,1.6632283,2.5573192
PL101,1.9574845,2.8333824,3.075831,2.5130024,2.3639562,1.6932763,3.2651315,2.566203
PL102,1.8627129,2.8228343,3.2353094,2.4380002,2.5168774,1.6458168,3.5336847,2.7495022
PL103,2.0031486,2.8704803,3.1051815,2.5503166,2.4134629,1.7385814,3.288463,2.6235433
PL105,2.003587,2.6408038,3.0688398,2.3235795,2.7581005,1.8657656,3.438952,2.9450421
PL106,2.0690691,2.7756598,2.9848366,2.4981503,2.4618802,1.8318108,3.185207,2.6373668
PL107,1.8998318,2.8716664,3.2104433,2.5003757,2.4389982,1.6522963,3.4668598,2.6588473
PL108,1.9259193,2.9879048,3.2380705,2.6175513,2.3178868,1.6232748,3.417564,2.5441017
PL109,2.2788622,3.035316,2.9404159,2.8083286,2.2137938,1.9247801,2.979184,2.3337972
PL112,1.9083157,2.7551727,3.1578386,2.3998678,2.5678291,1.7121674,3.4674668,2.782315
PL114,2.0435126,2.8552136,2.9719143,2.577857,2.2637749,1.7508035,3.1041865,2.4304621
PL116,1.8225045,2.8450046,3.2750783,2.4423392,2.4862309,1.5980693,3.5777426,2.727457
PL119,2.4077854,2.7795806,2.65738,2.6521509,2.3664532,2.1336923,2.7384613,2.4285202
PL120,1.9627492,3.1090493,3.2851746,2.731278,2.2281384,1.6132164,3.409308,2.4575982
PL201,1.9508615,2.8192399,3.082315,2.4958096,2.3835282,1.6948706,3.2809587,2.5894275
PL202,2.2512417,2.8178463,2.6990237,2.6545513,2.1481948,1.9315124,2.7236688,2.2403104
PL203,1.8324416,3.05133,3.54377,2.5748422,2.593636,1.5879877,3.8766418,2.8766901
PL205,1.9678502,2.6293445,2.9037452,2.3594475,2.445241,1.7638733,3.1297765,2.623763
PL206,2.0660455,2.6028101,2.9182627,2.3405533,2.6589193,1.9092947,3.2142072,2.823351
PL209,1.8156226,2.9380639,3.336945,2.5195541,2.4148858,1.5561035,3.5993824,2.6684105
PL210,2.084221,2.5015314,2.8810434,2.2506378,2.796516,1.9783657,3.2433596,2.9480896
PL211,1.9460828,2.7334118,3.0919847,2.402745,2.5496137,1.7470171,3.3804088,2.749343
PL213,1.8800588,2.8857465,3.24253,2.5051296,2.4414315,1.6279427,3.4912086,2.6784387
PL215,1.7460821,3.151932,3.7485878,2.599306,2.631991,1.5036827,4.141147,2.943448
PL216,2.1905506,2.6363442,2.8683357,2.411193,2.6855965,2.022326,3.1311822,2.8292484
PL217,2.031054,3.0574393,3.1842747,2.720242,2.2477489,1.6919497,3.292079,2.4567013
PL218,1.8724105,2.876974,3.2480195,2.4919333,2.4570475,1.6280944,3.5115752,2.6928377
PL219,1.9947418,2.8633912,3.0693703,2.5523374,2.3495083,1.7163113,3.2372665,2.5503654
PL220,1.8760734,2.8649077,3.2204366,2.489524,2.4363708,1.6282401,3.4680634,2.67171
PL221,2.2027335,2.6361673,2.8091557,2.4294736,2.6048126,2.0160623,3.037753,2.7328205
PL222,1.9508502,2.6099253,2.8709135,2.3449068,2.395854,1.7451047,3.0958624,2.5624228
PL224,1.7480717,3.1512089,3.6427634,2.6326628,2.4524603,1.4632956,3.9513621,2.7499423
PL227,2.1425276,2.623499,2.9470334,2.3655334,2.7825823,2.001489,3.269444,2.9433506
PL228,2.0255919,2.7890148,2.9882014,2.503839,2.3865733,1.7711643,3.1684237,2.5660548
PL230,1.9407363,2.9282892,3.192382,2.5730991,2.3665237,1.6598588,3.382728,2.5905137
PL231,1.9840382,2.9570231,3.1908512,2.6073654,2.379121,1.6963415,3.3751469,2.595955
PL234,1.8207589,2.6680715,3.0349498,2.3334737,2.3927789,1.6101906,3.3004928,2.599385
RF101,2.8588219,3.0335398,2.3296685,3.0730097,1.9609175,2.4270017,2.1422458,1.8754723
RF102,2.5081315,2.9666615,2.5712667,2.8797083,2.0043914,2.120834,2.4975376,2.012009
RF103,2.977217,2.4566987,2.1354892,2.567625,2.8191285,2.8524656,2.2788773,2.7010543
RF104,2.3392668,2.5483973,2.681005,2.3991668,2.7248082,2.1945076,2.9291873,2.8125134
RF105,1.8726755,2.9612477,3.281815,2.5677872,2.360607,1.5899975,3.5011368,2.5992823
RF106,2.8904042,2.5830874,2.2188616,2.6599965,2.6106234,2.6984608,2.285655,2.522543
RF108,2.7138891,2.9535387,2.475466,2.9247088,2.1522737,2.3545017,2.4163532,2.1088386
RF109,2.7413223,2.666811,2.3273823,2.6822436,2.4566343,2.500771,2.3887815,2.3985138
RF110,2.761028,2.7714257,2.4306803,2.7690368,2.4697943,2.4971943,2.44555,2.446711
RF111,2.516386,2.6074948,2.4953475,2.5451617,2.5500107,2.309667,2.607459,2.5853562
RF112,2.4499226,2.3413637,2.3930182,2.2907252,2.7500165,2.3510385,2.6478953,2.7689767
RF113,1.736314,3.027248,3.7781143,2.4596586,2.899272,1.5788646,4.3046103,3.2133372
RF114,1.8284097,2.6716363,3.2459514,2.2703843,2.754865,1.7020948,3.6878095,2.9819884
RF115,1.6899533,3.3011887,3.9171033,2.6929474,2.5681481,1.4106835,4.3061104,2.9024572
RF116,1.7995503,2.809389,3.3312795,2.385536,2.614515,1.6138296,3.700921,2.8651505
RF117,1.8969209,2.9886231,3.3103395,2.591126,2.3972998,1.6141722,3.5317154,2.6407685
RF118,2.622953,2.8437853,2.551033,2.7806163,2.3690763,2.3224282,2.5715199,2.3832812
RF120,2.3388608,2.635006,2.6382957,2.503745,2.4905534,2.1248138,2.7709868,2.5758085
RF121,2.4374485,2.832881,2.7212398,2.6937144,2.4216084,2.159223,2.7956285,2.5020223
RF122,2.4950457,2.369966,2.4777763,2.3054092,2.895164,2.4272113,2.7725682,2.9161098
RF124,2.7991781,2.1815374,2.1070104,2.2709138,3.0012429,2.789239,2.388286,2.9031382
RF125,2.769306,2.5427556,2.434238,2.5391328,2.8874888,2.6496356,2.6321983,2.863049
RF126,2.7274518,2.384014,2.1435566,2.4505606,2.614138,2.5849206,2.2875907,2.5291905
RF127,2.5810134,2.2817113,2.3396878,2.2674665,2.9305553,2.5367188,2.6478882,2.907424
RF128,2.3872476,2.2077188,2.4106755,2.1448936,2.9180293,2.3627782,2.7399614,2.9522104
RF129,2.9252756,2.5619686,2.1844192,2.6480584,2.6427655,2.74433,2.2887,2.5272617
RF130,2.5576591,2.8510323,2.477133,2.7978625,2.1191943,2.215185,2.4436955,2.1086006
RF131,2.7175908,2.800684,2.3438306,2.8115706,2.2068486,2.39504,2.306222,2.1499574
RF132,2.6804307,3.1782215,2.6487668,3.0989308,2.0009522,2.2376735,2.510654,1.9963714
RF133,2.6783068,2.7865229,2.4092197,2.775694,2.3038623,2.3748357,2.3902898,2.2820108
RF134,2.6384115,2.660028,2.400384,2.6427073,2.463097,2.3966312,2.4607751,2.4534807
RF136,2.3119602,2.73205,2.6794693,2.5815551,2.3527112,2.051663,2.786166,2.4313686
RF137,2.5341735,2.7583902,2.444945,2.707652,2.2027774,2.23107,2.4544244,2.191697
RF139,2.298512,2.9468658,2.8059206,2.7622328,2.1650934,1.9507433,2.819983,2.2661781
RF140,2.6566873,2.8656077,2.456614,2.831242,2.2004724,2.3261266,2.43717,2.1662307
RF141,2.38445,2.7542775,2.6924655,2.6135325,2.4412577,2.1279762,2.795807,2.5239365
RF143,2.301331,2.6024272,2.6783094,2.451066,2.5701337,2.1099105,2.8663282,2.6648943
RF201,2.195409,2.9058912,2.9633005,2.6572156,2.3709853,1.9043247,3.0813193,2.5238013
RF203,2.6877947,2.6057777,2.3795497,2.6037192,2.559495,2.4939437,2.481226,2.5211217
RF204,2.7014322,2.4464705,2.4119549,2.4451208,2.9208176,2.614439,2.615515,2.913737
RF205,2.7255502,2.3606396,2.3532162,2.3700056,3.0194693,2.674667,2.623527,2.9918687
RF206,2.70825,3.115207,2.5793471,3.0659297,2.0427275,2.2764573,2.4168336,2.0480967
RF207,2.0556054,2.9773295,2.9685082,2.7097235,2.0466242,1.687858,2.992436,2.2112873
RF208,2.676492,2.4533517,2.2950792,2.479648,2.6798763,2.531912,2.4105349,2.6579652
RF209,2.6947007,2.606808,2.47539,2.5811205,2.7603655,2.5269086,2.61701,2.770399
RF210,2.9881291,2.489432,2.1739318,2.60072,2.8347645,2.8588119,2.2804208,2.7391813
RF211,3.06776,2.1616342,2.0056345,2.3390427,3.2103782,3.1002612,2.2447274,3.075004
RF212,2.72307,2.2495193,2.2496855,2.2959237,3.023201,2.697103,2.503268,2.9886794
RF213,2.6753106,2.5594044,2.4698706,2.5360577,2.796555,2.5341177,2.6235442,2.8056078
RF214,2.6310635,2.978241,2.6162682,2.9072742,2.2545984,2.2720904,2.5393074,2.2972298
RF215,2.767003,2.8796575,2.523313,2.850309,2.4643512,2.4691296,2.5165017,2.4653962
RF216,2.3973308,2.5407162,2.7082777,2.3989859,2.8574727,2.280552,2.9674258,2.9546447
RF217,2.7720077,2.1606047,2.2197495,2.2235715,3.1912265,2.8041291,2.5282812,3.1477034
RF218,2.8481078,2.1640933,2.1855645,2.2507608,3.2245789,2.8864734,2.486393,3.1612024
RF219,2.8494897,2.257933,2.221838,2.3353238,3.1342545,2.8426352,2.4707956,3.0813162
RF220,2.5764055,2.6869264,2.6841164,2.589316,2.7966614,2.4097095,2.8375907,2.8677015
RF221,2.8062875,2.2049255,2.2826276,2.2550597,3.2697706,2.8428006,2.613876,3.229921
RF222,2.781785,2.5215423,2.288247,2.5596712,2.6974888,2.6244845,2.413821,2.6434495
RF223,2.8604093,2.7797527,2.2929428,2.8337493,2.363689,2.56255,2.237514,2.3051493
RF225,2.5186384,3.0582044,2.7465916,2.9270952,2.1754212,2.1384015,2.6958199,2.2340856
RF227,2.496298,2.5130572,2.535383,2.4339573,2.7372465,2.3596935,2.75031,2.7704697
RP102,1.8151708,3.0321062,3.4797654,2.572516,2.491322,1.5531718,3.7722769,2.7648544
RP103,1.7660913,2.9248376,3.4338484,2.4692655,2.5365963,1.5413146,3.7683535,2.8083243
RP105,1.9962171,2.8661287,3.1611054,2.528248,2.5061579,1.7520682,3.3912115,2.7213085
RP108,1.8388321,2.936637,3.3386664,2.5220232,2.4573722,1.5847979,3.607553,2.710369
RP110,1.906831,2.8472924,3.1862154,2.4880147,2.4541707,1.6623309,3.427606,2.6807537
RP113,1.9852479,2.8779259,3.2023613,2.5261807,2.5384922,1.7477038,3.450542,2.7611675
RP114,1.8006313,2.866252,3.3741212,2.4329226,2.5892,1.595308,3.7189875,2.851087
RP116,1.8641896,2.8309784,3.2338414,2.449442,2.504222,1.6396158,3.5170617,2.7397125
RP117,1.8357267,2.737248,3.229249,2.350762,2.623692,1.6598518,3.5782156,2.863415
RP118,1.8171184,2.7439873,3.2892232,2.334838,2.6871927,1.6567655,3.6795082,2.9350657
RP120,1.747987,2.886994,3.3791535,2.4439447,2.483788,1.520181,3.699741,2.7501924
RP121,1.8532581,2.9919405,3.3240724,2.586304,2.350706,1.5618618,3.5303164,2.6058974
RP122,1.7746174,2.8845916,3.380543,2.4437017,2.5302224,1.5556239,3.7160249,2.791923
RP123,1.7790585,2.9042764,3.4083014,2.4569035,2.5495276,1.5603359,3.7470913,2.8157973
RP124,1.8027539,3.0423172,3.3534288,2.6225603,2.2351584,1.4793017,3.5266552,2.499235
RP125,1.763164,2.8455813,3.4098756,2.3944292,2.6337304,1.5763078,3.7913613,2.90448
RP126,1.784608,2.9468787,3.425865,2.4974523,2.5093417,1.5467007,3.7387795,2.7792094
RP127,1.8005207,2.9150152,3.3495097,2.490147,2.4593873,1.5552145,3.6363997,2.7173436
RP128,1.81355,2.7754326,3.2324088,2.3848214,2.529035,1.6113791,3.546939,2.7711005
RP129,1.7781053,2.9155073,3.3697767,2.4811969,2.4601305,1.5353836,3.6648164,2.723435
RP130,1.8475046,2.73903,3.0663075,2.406349,2.3565392,1.6080394,3.282794,2.5749066
RP131,1.7869754,2.8897536,3.3438032,2.4639635,2.4749854,1.5520046,3.6437607,2.733686
RP132,1.7613761,2.8193061,3.3503385,2.3851972,2.5779238,1.56755,3.7091193,2.839551
RP133,1.7955438,2.7225015,3.189019,2.342208,2.5225775,1.604127,3.5047402,2.7628946
RP135,1.7991235,2.8198793,3.2712982,2.4157686,2.4930696,1.5816884,3.5793958,2.7376928
RP136,1.7924016,2.8392665,3.2868803,2.430133,2.4754143,1.5677285,3.5862417,2.7258377
RP137,1.8139575,2.859268,3.3058975,2.447975,2.5054128,1.5894536,3.6110988,2.7548835
RP138,1.7756026,2.901407,3.3981125,2.457015,2.5305252,1.5527409,3.7287025,2.7966924
RP139,1.9453661,2.6149614,3.1372838,2.268176,2.8418088,1.8335457,3.5531259,3.05619
RP201,2.7393658,2.635183,2.3859434,2.6344411,2.596229,2.5435429,2.5133586,2.540618
RP203,2.7033498,2.3782465,2.2286477,2.4166613,2.7272165,2.5967062,2.4296913,2.6515977
RP204,2.4891171,2.751607,2.694888,2.6160076,2.5800188,2.2749214,2.8900087,2.6085343
RP206,2.7739904,2.358524,2.3276162,2.384796,3.0340986,2.7310808,2.590666,2.9907475
RP207,2.8432455,2.2235286,2.274098,2.285438,3.2572536,2.8823457,2.5843592,3.2058368
RP208,2.4706168,2.3165915,2.476335,2.2463675,2.9328399,2.4358158,2.821462,2.9382277
RP209,2.3779514,2.4447017,2.6265574,2.3118925,2.8618798,2.289293,2.9560282,2.9171653
RP210,2.7751174,2.6097572,2.2975073,2.6377907,2.5534117,2.5667777,2.4012947,2.4811516
RP211,3.0915465,2.672675,2.2250652,2.7754035,2.718151,2.9120011,2.3252587,2.561483
RP212,2.460787,2.4841068,2.6892009,2.358542,3.0061374,2.3932571,2.9952416,3.084971
RP214,2.7443094,2.2627354,2.2153068,2.31871,2.967339,2.7086556,2.4645777,2.9080772
RP215,2.627767,2.1778104,2.2963736,2.183601,3.0886798,2.6470695,2.6670659,3.0450647
RP217,2.0874991,2.5145538,2.830762,2.2782032,2.6937213,1.956769,3.1482592,2.8364804
RP218,2.6087506,2.4571857,2.3104477,2.4511294,2.60275,2.4603446,2.504081,2.5464134
RP219,2.4313862,2.5124497,2.580903,2.395875,2.7218168,2.306261,2.889248,2.7278175
RP220,2.309203,3.1105397,2.8356628,2.9225602,1.9280128,1.8783231,2.7531538,2.0207856
RP221,2.3026762,2.3989353,2.6623883,2.2426906,2.899251,2.237934,3.0371766,2.9702504
RP223,2.7846637,2.2687247,2.1372223,2.3451843,2.8914008,2.7244825,2.3775864,2.8041756
RP224,2.3507183,2.3470376,2.668304,2.2014267,3.058157,2.3316398,3.0714412,3.1339555
RP226,2.6085832,2.364417,2.443656,2.3318481,2.9995823,2.5610347,2.7303433,3.0065308
RP227,2.7404063,2.9203622,2.5036793,2.8877287,2.3106585,2.4137778,2.4897392,2.278556
RP228,2.6860213,2.711856,2.413744,2.6927195,2.438084,2.4390917,2.4883714,2.3961697
RP229,2.8967314,2.731206,2.3338761,2.7693605,2.562528,2.662583,2.3992121,2.476306
RP230,2.4340177,2.4446878,2.54185,2.3475394,2.791771,2.3302455,2.815847,2.8305006
RP232,2.8051105,2.4375582,2.29218,2.4761176,2.8742206,2.711543,2.499539,2.8104386
RP233,2.4034536,2.2071252,2.5018482,2.1149318,3.0870066,2.4214993,2.9326656,3.1155674
RS101,1.7796538,2.7688744,3.2933674,2.352952,2.5958824,1.5986457,3.6580105,2.8455858
RS102,1.7825539,2.9533663,3.3792644,2.5171437,2.4097285,1.5218983,3.6512308,2.6730108
RS103,1.7759209,2.8844776,3.2996082,2.4703712,2.3912945,1.5234559,3.5658507,2.645671
RS104,1.7890459,2.9686866,3.3844228,2.532377,2.4012978,1.5227399,3.649088,2.6643186
RS105,1.744321,2.902376,3.3541596,2.4667778,2.4066305,1.4960308,3.6409302,2.670507
RS106,1.7092081,2.8904502,3.4740858,2.4113183,2.5853295,1.5091654,3.8615184,2.8645365
RS107,1.7797668,2.9160159,3.3296652,2.4942598,2.389616,1.5207224,3.5932612,2.6469982
RS108,1.7316414,2.9497771,3.472732,2.477066,2.5058193,1.4981607,3.8090568,2.7866688
RS110,1.8788134,2.9035623,3.3259144,2.4987307,2.551849,1.648717,3.617731,2.8040051
RS111,1.7669415,2.8263354,3.3520975,2.3921986,2.576399,1.5706055,3.7107997,2.8358746
RS112,1.7914609,2.909656,3.3624885,2.4801981,2.4764528,1.551806,3.659533,2.738965
RS113,1.7638824,2.9350362,3.4559078,2.4708214,2.5524368,1.5417634,3.8041482,2.8258502
RS114,1.7638788,2.9277034,3.414973,2.477212,2.4930289,1.5296977,3.732491,2.7631736
RS115,1.7643175,2.9606404,3.4116428,2.5118666,2.4279277,1.5070679,3.7001219,2.6970327
RS116,1.7144966,2.8319838,3.3163586,2.4012017,2.424426,1.4878845,3.625461,2.685355
RS117,1.7390339,2.880292,3.4172657,2.423071,2.5497055,1.52914,3.7742748,2.821185
RS118,1.8096077,3.213527,3.5718334,2.731093,2.3064084,1.4682827,3.7750535,2.5966973
RS119,1.7196903,2.8229141,3.4370384,2.3554502,2.655882,1.547026,3.8500319,2.9324918
RS120,1.7691274,2.850571,3.4084845,2.400261,2.630538,1.5807221,3.7878366,2.898663
RS121,1.7024653,3.0030367,3.569143,2.4959886,2.5311308,1.4696702,3.9332328,2.8243966
RS122,1.7807097,2.9219093,3.373445,2.4868693,2.4571948,1.5360029,3.6649594,2.7227411
RS123,1.776978,2.844345,3.4716594,2.3745522,2.7614136,1.6191131,3.9106293,3.038362
RS124,1.7840173,2.894133,3.3769236,2.457461,2.517826,1.5597264,3.6977768,2.7808247
RS125,1.7624629,2.8689737,3.2974584,2.45326,2.3961973,1.5159698,3.5706263,2.6516805
RS126,1.707541,2.8352182,3.4019518,2.3752306,2.5581763,1.512771,3.7811027,2.8277464
RS127,1.7546299,2.8367374,3.3110888,2.4142494,2.4665227,1.5321529,3.621666,2.7239041
RS201,1.733128,3.2015095,3.730286,2.6564903,2.4897828,1.4483242,4.055832,2.8026547
RS202,1.7593518,2.9275906,3.3525248,2.4948177,2.3789847,1.4989042,3.6194038,2.6427917
RS203,1.7180494,2.8987331,3.4002292,2.444459,2.453742,1.4847717,3.7198472,2.7258587
RS205,1.7504587,2.893095,3.386646,2.4484556,2.4883227,1.5223718,3.7075334,2.7564294
RS206,1.7781904,2.825819,3.3905838,2.3818746,2.656764,1.599749,3.7810411,2.9215803
RS207,1.882521,2.823246,3.258598,2.4364507,2.5887704,1.6774321,3.5731325,2.827508
RS208,1.7996161,2.9657092,3.3666394,2.5371127,2.392242,1.5288982,3.6206641,2.6549594
RS209,1.7198985,2.8957686,3.4026933,2.4419417,2.4670577,1.4893805,3.7256036,2.7398489
RS210,1.6609137,3.167398,3.5642254,2.661201,2.1503603,1.3155302,3.772912,2.4407656
RS211,1.7421479,2.975586,3.472099,2.504675,2.4725327,1.4955287,3.7911844,2.750804
RS212,1.8072653,2.9884317,3.4638271,2.5307856,2.5319655,1.564907,3.780079,2.8056972
RS213,1.8650706,2.8765297,3.2634697,2.4879947,2.4731617,1.6240733,3.5265193,2.716712
RS214,1.7199486,2.994229,3.4870393,2.5168405,2.4313812,1.4619073,3.7946048,2.7141418
RS215,1.761895,3.0767562,3.5308275,2.595203,2.4177454,1.4799335,3.8096142,2.705717
RS216,1.9641662,3.1327212,3.284039,2.762566,2.1856737,1.595855,3.3654742,2.4263253
RS218,1.7224946,3.0696912,3.5988815,2.5589123,2.4867094,1.4647729,3.9325943,2.7821555
RS219,1.7159021,2.991842,3.41569,2.5350447,2.3044825,1.4306906,3.6688576,2.5769243
RS220,1.8157482,2.9377165,3.356076,2.514494,2.4498367,1.5629777,3.6293426,2.7090495
RS221,1.7863741,3.0783765,3.533258,2.5990376,2.4560256,1.5105689,3.8203788,2.7410371
RS222,1.7391436,3.331765,3.8254457,2.7623878,2.4258695,1.4145263,4.1221075,2.7433655
RS223,1.6999769,2.9773872,3.5387113,2.4791512,2.521904,1.4704796,3.896727,2.8123362
RS224,1.8029082,2.968716,3.451985,2.5125332,2.542655,1.5668111,3.779471,2.812677
RS225,1.8590595,2.8717523,3.1632931,2.5137691,2.3011541,1.5785131,3.3491611,2.5335832
RS226,1.9016936,2.921889,3.3143382,2.5245662,2.5324373,1.6611673,3.5890622,2.7801032
RS227,1.8422761,3.2129388,3.3286357,2.80817,1.9273212,1.4147469,3.3700995,2.1671758
RS228,1.8884228,2.911953,3.2630517,2.5278542,2.4433613,1.6311023,3.499546,2.687195
RS229,1.8829932,2.9091277,3.2633479,2.5250607,2.4395204,1.6240611,3.499054,2.6861398
RS230,1.8862786,2.9104562,3.2545004,2.5288067,2.428733,1.6249201,3.4874449,2.6700377
RS231,1.9934782,2.9256704,3.0667853,2.6190534,2.2296515,1.6743524,3.1619291,2.439392
RS232,2.0528178,3.2047288,3.2747464,2.8501136,2.1676571,1.6607454,3.3241887,2.3933995
RS303,1.8147717,3.1111825,3.4566576,2.6623342,2.3044448,1.4932458,3.6608372,2.5776896
RS304,1.8651165,2.916102,3.3565521,2.4991288,2.5661376,1.637016,3.660627,2.8231354
RS305,1.9602907,3.1724246,3.395877,2.766213,2.3053842,1.6109183,3.533012,2.5624332
RS306,1.7152987,2.9073026,3.4190946,2.446576,2.4657674,1.4839658,3.7481666,2.7381065
RS308,1.6875576,2.9089754,3.5400126,2.405364,2.6315928,1.4981478,3.9611096,2.919725
RS309,1.925005,2.8582284,3.292576,2.469994,2.6443505,1.7206825,3.6074934,2.887678
RS310,1.7732701,3.1210082,3.5789006,2.6260867,2.436782,1.4865181,3.8640413,2.727912
RS311,1.7759355,3.2368855,3.7346587,2.6976922,2.4984252,1.4813784,4.0445423,2.8084009
RS312,1.7672231,3.6007035,4.257942,2.907221,2.7242336,1.4581245,4.6826024,3.0941133
RS313,1.9035985,2.882695,3.2803893,2.495409,2.5468316,1.6733751,3.5587654,2.7915702
RS314,1.905889,3.2080421,3.4299686,2.7837982,2.2140684,1.5359588,3.5491114,2.4799552
RS315,1.6735184,3.0278752,3.6173038,2.503327,2.5250635,1.4387276,3.9907956,2.8250508
RS317,1.745443,3.0455942,3.4646628,2.580593,2.3325043,1.4522777,3.7130938,2.6103733
RS318,2.025829,3.0038528,3.1577635,2.675687,2.2963114,1.7027088,3.2718258,2.513158
RS319,1.731504,3.0777233,3.592555,2.570844,2.4781034,1.467838,3.9184456,2.7720158
RS320,1.7378745,3.1302605,3.5659282,2.6348329,2.3442502,1.4316106,3.8281865,2.632674
RS321,1.9155569,3.1372602,3.4643164,2.701533,2.4205918,1.6054062,3.6799197,2.688376
RS322,1.6790674,3.0709515,3.722618,2.5133152,2.6374583,1.4623537,4.1531143,2.9462762
RS323,1.9784853,3.136434,3.3286161,2.7532768,2.2799864,1.6287858,3.446683,2.5280101
RS324,1.9007783,3.0360582,3.2892976,2.6499243,2.279337,1.5786364,3.4464931,2.5238929
RS325,1.812505,3.1047447,3.3843336,2.677806,2.1861863,1.4665802,3.53235,2.4523296
RS326,1.8267729,3.1247213,3.426129,2.6870503,2.245102,1.4877014,3.598321,2.513071
RS327,1.6771703,2.9023468,3.4944568,2.4124136,2.5500064,1.4709752,3.8787737,2.83566
RS328,1.8618891,2.8788068,3.2762935,2.4861112,2.488202,1.6239386,3.54452,2.735921
RS329,1.6937829,3.0440824,3.7373939,2.484058,2.736146,1.5017434,4.2030535,3.0495117
RS330,1.9981053,3.0982502,3.2205667,2.750584,2.1903543,1.6332693,3.2941008,2.419027
RS331,1.9873183,3.001043,3.1806507,2.6610074,2.2830853,1.6641178,3.3003774,2.508479
SC101,1.8664718,2.737627,2.995297,2.424231,2.2587957,1.6100965,3.1793242,2.4566991
SC102,2.006975,2.8012607,3.0213137,2.5038288,2.3967614,1.753505,3.2064738,2.5882318
SC103,1.9484266,2.9221253,3.1403582,2.5844436,2.297784,1.6523402,3.294118,2.5147681
SC104,2.054439,2.8438673,3.0315351,2.5532548,2.4052086,1.7881429,3.1995997,2.5945296
SC105,2.0206628,2.8015838,3.129118,2.4741564,2.60284,1.8111174,3.4014854,2.8072085
SC106,1.9586146,2.9890134,3.2094736,2.6332912,2.3135304,1.6502606,3.3664002,2.5387344
SC107,1.9591177,3.0251615,3.206547,2.6697097,2.2394915,1.6291437,3.338365,2.4600203
SC108,1.9529879,2.9617114,3.1585493,2.6198685,2.262476,1.6386971,3.2960806,2.480563
SC109,1.9101679,2.9304621,3.1409125,2.586782,2.2285705,1.6006287,3.2841558,2.4439416
SC110,2.1087594,2.9237485,3.0028818,2.650981,2.287745,1.7974856,3.1076179,2.459498
SC111,2.0697994,3.0551763,3.1927857,2.7247424,2.32437,1.740918,3.3030863,2.5405288
SC112,1.8884476,2.9678519,3.244255,2.5910523,2.3064451,1.5895798,3.4237027,2.5436945
SC113,1.8625038,3.018817,3.2722347,2.6304429,2.2249599,1.5366774,3.4257703,2.4683194
SC114,1.8393966,3.2365894,3.5893385,2.7525067,2.3411522,1.4998924,3.802837,2.629558
SC115,1.8968383,2.887975,3.219703,2.5162272,2.4237928,1.6401579,3.457757,2.6516702
SC116,1.8121793,3.1544175,3.331017,2.7426956,1.9936359,1.4166288,3.4112625,2.2405167
SC117,2.095818,3.0057454,3.142139,2.6930175,2.3636813,1.7831306,3.264624,2.5672112
SC118,1.8528814,3.0493715,3.3784385,2.6267133,2.3385386,1.549026,3.5896935,2.594247
SC119,1.9372159,2.988717,3.2092962,2.6304212,2.28126,1.6225355,3.3599782,2.5075397
SC120,1.9734613,3.0442438,3.2366838,2.6852922,2.2796178,1.6434989,3.3668756,2.5105371
SC121,1.9169773,3.0191224,3.2551877,2.6442785,2.274909,1.5967875,3.4076767,2.5111632
SC122,1.86224,3.1659052,3.4201207,2.735767,2.21072,1.5037218,3.569447,2.4714308
SC123,1.8500676,3.0018225,3.3158393,2.5967476,2.3140357,1.549229,3.5198708,2.5609713
SC124,1.9028264,2.9674618,3.2005692,2.6044474,2.2512379,1.5930419,3.3597412,2.475346
SC125,1.9518981,3.1617322,3.2764187,2.7909284,2.1005406,1.5610521,3.3320189,2.336994
SC126,1.9760344,2.9955573,3.1540315,2.66007,2.2294817,1.6460605,3.2615852,2.4478223
SC127,1.957356,3.0897136,3.2352877,2.7296243,2.1699357,1.5950761,3.3245597,2.3984146
SC128,1.899595,3.0776284,3.278664,2.6948035,2.1823325,1.5480199,3.3953037,2.423403
SC129,1.9485638,3.0042977,3.21447,2.6452975,2.2770495,1.6301391,3.3594542,2.5026546
SC130,1.9463965,2.9067256,3.0946238,2.5834196,2.24226,1.6415344,3.2279534,2.4498172
SC131,1.7757746,3.3399694,3.8638327,2.7633872,2.5361648,1.4697132,4.194513,2.8624043
SC134,1.9565513,3.0406,3.1417432,2.7072268,2.088862,1.5915548,3.2069693,2.2963881
SC135,2.0419145,2.9100976,3.0101953,2.625794,2.2282932,1.7265472,3.1093554,2.4099913
SC136,2.071179,3.0750299,3.0641382,2.7839274,2.0605788,1.6817958,3.0699544,2.248674
SC137,1.9174802,3.048721,3.283917,2.6647248,2.2731621,1.5915034,3.4375625,2.5133944
SC138,1.9915648,3.0959349,3.228784,2.7448373,2.1985328,1.6308296,3.3109846,2.427209
SC139,2.1865883,2.9972935,2.9793224,2.7481027,2.2270164,1.8391063,3.0158882,2.3931942
SC140,1.9793581,3.160305,3.3055072,2.7846537,2.1947541,1.6063445,3.3927422,2.433732
